MEAN_RR,RMSSD,condition,leverage_cap
1092.58234584,17.13871284226379,time pressure,0.1
817.0028127733333,8.608239123878803,no stress,1.0
1035.1050327,20.7973893074812,no stress,1.0
728.76528176,9.98500489004094,no stress,1.0
953.8808880733332,11.53448747294595,time pressure,0.1
861.7454603599999,15.29920710071785,no stress,1.0
903.4303961466666,14.10165603858904,time pressure,0.1
665.82477498,9.1348303479527,no stress,1.0
915.9874928533332,15.6852693488692,no stress,1.0
967.7459331866668,14.63068796292575,time pressure,0.1
807.2294392466666,15.96676034672389,no stress,1.0
822.8386264466667,8.747223579737494,no stress,1.0
804.5718675266666,18.43701566609193,no stress,1.0
831.61561068,13.71016172783944,interruption,0.5
813.3629217533332,11.5987413694504,no stress,1.0
1025.698479566667,23.72789936352092,no stress,1.0
739.2657732,10.87352296688656,no stress,1.0
760.9289644333332,11.71145994000868,interruption,0.5
1320.6982648,12.74528501661078,no stress,1.0
759.9348790133333,14.48436421639054,interruption,0.5
900.6224680066667,11.80800264475588,no stress,1.0
792.1333800666667,13.75654256163268,time pressure,0.1
879.4087760000001,10.97882684413157,no stress,1.0
1107.308452706667,18.78905345449503,time pressure,0.1
589.3781189133333,19.1502075035861,no stress,1.0
727.3117155466666,22.84532064771933,no stress,1.0
807.0230999000001,16.06363228055719,no stress,1.0
833.7557995533333,14.03504343653206,interruption,0.5
715.9414028733333,9.406120553104032,no stress,1.0
879.9648232800001,13.77567355639941,no stress,1.0
585.2173157999999,6.994787939643301,no stress,1.0
729.4707353533335,10.12410016037454,no stress,1.0
791.2308203266666,15.37844507007825,no stress,1.0
719.98252378,19.16550332764965,interruption,0.5
814.1725538933333,11.55951828067158,no stress,1.0
747.4469371333333,13.11313149728332,time pressure,0.1
879.1347493066667,18.11202023756471,time pressure,0.1
900.8732036333332,12.4612807103433,no stress,1.0
707.9589011,18.44528517770591,interruption,0.5
1014.314888506667,22.19025253758874,no stress,1.0
771.1686692466666,13.88899701869068,no stress,1.0
748.5552109733333,13.71795762224771,no stress,1.0
907.6265922799998,9.892788082483658,no stress,1.0
777.3091096266667,11.16707236749928,no stress,1.0
890.5198779733333,13.76232391052291,time pressure,0.1
651.0126904,14.27241964018678,no stress,1.0
879.2371712066666,12.76208322948742,no stress,1.0
719.19276294,20.35428090484358,interruption,0.5
775.6945316800001,14.69578365384975,interruption,0.5
940.2482583000002,14.65268436784257,time pressure,0.1
707.2727869866667,9.198688290401822,no stress,1.0
698.3733604266666,10.07678777155528,no stress,1.0
760.26273762,9.993998980515876,interruption,0.5
693.7584045933332,9.124841043937383,no stress,1.0
801.9956859733334,13.83793021486725,interruption,0.5
869.6838801133333,14.05631013916087,interruption,0.5
785.3677301066667,11.73113788757556,interruption,0.5
804.4574049066667,18.38361884928373,no stress,1.0
761.3730015933334,11.28122594025423,no stress,1.0
808.8219970000001,13.93871438382468,interruption,0.5
815.6607725333334,13.58553672542545,interruption,0.5
900.81412436,18.17872150331363,no stress,1.0
810.8020252933333,18.92907867256171,no stress,1.0
941.31197932,20.74663871395318,interruption,0.5
887.2026947733333,10.39512154413289,no stress,1.0
809.4433726533332,19.33028629286845,no stress,1.0
696.7321243466666,20.02374397296266,no stress,1.0
972.8138726333332,21.5151167242943,interruption,0.5
767.3477432066667,10.46519763740183,no stress,1.0
731.9483546133333,22.85661019396924,interruption,0.5
758.2587432599998,9.605062918605174,interruption,0.5
721.7892308066666,19.1405032963115,interruption,0.5
926.24209572,14.43724120020924,no stress,1.0
711.9303114133332,9.501235692294104,no stress,1.0
891.2575469533334,22.55681356028522,interruption,0.5
766.51367694,19.04085906519162,no stress,1.0
1038.54422762,18.89930380997335,interruption,0.5
752.30312676,10.95649521018356,interruption,0.5
883.96841294,14.38961675372371,no stress,1.0
730.2253684999998,20.43619038235086,interruption,0.5
611.5892711666667,18.66119696456648,interruption,0.5
831.7534270866665,11.80023870910662,no stress,1.0
1033.452281713333,21.84024822364791,interruption,0.5
743.4396190200001,16.27361500461998,interruption,0.5
658.8727124333333,13.0094561009454,no stress,1.0
860.67109008,12.30400859681726,no stress,1.0
728.4064539933333,12.04900700224429,no stress,1.0
752.3006804600001,14.59091028358445,interruption,0.5
705.3296584333333,17.33271861124685,no stress,1.0
973.0601292199998,18.59307213303551,no stress,1.0
926.5856142,16.30915972952202,time pressure,0.1
801.0304407933332,8.870811552914311,no stress,1.0
850.71331306,8.471383459219474,no stress,1.0
992.5830249933332,16.42556258230625,time pressure,0.1
877.23536758,13.2889846211196,no stress,1.0
828.7393595066667,11.41377022292937,no stress,1.0
749.46664024,13.34113739041632,no stress,1.0
1144.301548586667,18.34045263256482,time pressure,0.1
705.6583473266666,17.31243195150141,no stress,1.0
776.1038758799999,13.46510654008296,interruption,0.5
792.4546663466667,12.8236933304896,no stress,1.0
1033.26814042,16.29953390458262,time pressure,0.1
940.1375938933334,16.44470108888549,no stress,1.0
792.6908183266667,12.57405118980969,interruption,0.5
857.1818667866669,14.50689414432861,no stress,1.0
696.9707123933333,19.78850345415966,no stress,1.0
798.6838442466667,10.31024353118153,interruption,0.5
729.0271539866667,9.861023118154826,no stress,1.0
803.1598532999999,18.62837053839424,no stress,1.0
872.67822724,8.856421585837529,interruption,0.5
780.70221856,13.56081304657683,no stress,1.0
842.40401802,14.53745408246313,time pressure,0.1
751.2499339666666,9.867832125891384,no stress,1.0
732.3699806466666,21.22088584408456,interruption,0.5
778.5163470599999,14.77493326546024,interruption,0.5
925.81232044,15.34503664761593,no stress,1.0
927.2566537333332,20.92617026644087,interruption,0.5
903.9371853333332,21.21549997908695,no stress,1.0
789.8839968266667,11.42613320528328,no stress,1.0
718.0617122533333,12.74788918766594,no stress,1.0
744.3545181600001,10.54684614014886,no stress,1.0
964.1807552133332,20.93383604624015,interruption,0.5
976.9873040933333,12.94282332865306,no stress,1.0
745.9130161600001,20.72280442094904,time pressure,0.1
1014.411861626667,13.47952374001812,no stress,1.0
751.5285192866667,10.67424652285917,no stress,1.0
866.17015116,12.99214525403711,no stress,1.0
841.3817678266668,17.22485190464408,interruption,0.5
775.3375397266668,14.1795421948938,no stress,1.0
797.3098972933333,13.75805136308205,no stress,1.0
698.07229232,18.24913647511821,no stress,1.0
810.2578021866667,11.65965913096692,no stress,1.0
699.2169267333333,20.33602040700234,no stress,1.0
730.2406681666666,9.848480290380866,no stress,1.0
786.2036911666667,8.069209509220412,no stress,1.0
866.9569385733333,12.41275347391211,no stress,1.0
883.7811166266667,15.13800752814737,time pressure,0.1
945.6218674533332,14.2167912200141,time pressure,0.1
894.3211360133333,17.6749972200867,time pressure,0.1
828.12482354,11.45805910391323,no stress,1.0
772.4305740666666,16.0715439801819,interruption,0.5
714.6161539666666,11.87422030026036,no stress,1.0
723.78683346,12.46177173270507,no stress,1.0
758.7641920733333,23.18627737623839,interruption,0.5
959.0512559533332,11.53420908651365,time pressure,0.1
734.1252033933333,19.71034766528461,no stress,1.0
808.8868453333334,14.08942743560875,interruption,0.5
1067.8667817,17.84883578645504,interruption,0.5
907.8657025866668,18.43469525558854,time pressure,0.1
1265.390983246667,15.76273504724503,time pressure,0.1
946.8941008933332,14.27135063286283,no stress,1.0
839.7421281000001,13.15964177841981,time pressure,0.1
805.1369283066668,14.21394663763908,no stress,1.0
858.3716313933332,13.98753500041191,time pressure,0.1
1010.73004134,22.03368092426915,interruption,0.5
723.8829084333333,9.011847460288172,no stress,1.0
705.8497199133334,20.45883153671149,no stress,1.0
838.06786484,13.38673875665955,interruption,0.5
905.1161771933334,15.63424174665912,no stress,1.0
789.6107462133334,13.6780848088147,no stress,1.0
896.78592658,14.50866767626705,no stress,1.0
962.1615309866664,19.64738910304134,no stress,1.0
788.8490122933333,10.63316494863765,interruption,0.5
864.8880747599999,16.53596016328177,no stress,1.0
767.3078897666666,13.63654318838419,time pressure,0.1
733.6955596466667,10.20528935102624,no stress,1.0
819.6245463466666,20.76342690196892,no stress,1.0
1209.720585266667,14.7892358190991,interruption,0.5
845.8010525000001,15.50087715880768,time pressure,0.1
958.3285557733334,12.04637645818076,no stress,1.0
831.1558373800001,21.88196033215405,interruption,0.5
882.5955929666668,11.92461477558575,no stress,1.0
859.8938970066666,13.52322945856881,time pressure,0.1
1192.21342826,17.25048598073142,time pressure,0.1
820.4739780066665,19.09623421189633,no stress,1.0
806.24613498,13.07691642895217,no stress,1.0
1107.357014026667,12.27785376513244,time pressure,0.1
879.5270118266667,17.06392364592689,time pressure,0.1
891.7374946399999,16.65077210217117,no stress,1.0
869.9574925866667,14.01279211631164,interruption,0.5
978.893032,17.52374830113555,no stress,1.0
798.8809276466668,10.29914369788226,interruption,0.5
918.1575333666668,17.79088715789321,no stress,1.0
949.7548410133332,15.93330410539835,no stress,1.0
570.8526401199999,8.976003994937125,time pressure,0.1
764.1540460133334,9.5615527700971,interruption,0.5
717.7007704533332,15.31217570282786,no stress,1.0
810.8902845000001,16.98725392576123,interruption,0.5
1073.438728833333,10.94124384701346,no stress,1.0
1026.575919913333,21.17525817594197,no stress,1.0
917.2623838733332,16.61218437921952,time pressure,0.1
961.38104888,20.87768760728469,interruption,0.5
1184.493772406667,19.43358391419464,time pressure,0.1
814.5670130733333,20.51557661482075,no stress,1.0
803.3080418866666,13.59239288214604,interruption,0.5
1004.73127748,22.59677312389579,interruption,0.5
1148.796215126667,21.91307882233246,interruption,0.5
917.8938739666664,16.06985418213896,interruption,0.5
927.7302226466668,17.87232541382186,interruption,0.5
806.5960306466666,18.51709762720107,no stress,1.0
829.9457793066666,20.66232863445302,interruption,0.5
1069.071765673333,17.67283371589112,interruption,0.5
858.8866722,15.26398544833353,no stress,1.0
834.4276181133333,19.70531643069805,interruption,0.5
911.99007902,16.88987852559524,interruption,0.5
754.8350156,9.970139337907666,no stress,1.0
782.0407822533334,11.16833263892046,no stress,1.0
803.8857735266666,14.59195202066397,no stress,1.0
804.6715289466666,17.05845036106459,interruption,0.5
771.3931658933334,11.24385906562777,no stress,1.0
782.4796028266667,14.37983284500828,no stress,1.0
774.8558761333333,13.60170852823595,no stress,1.0
853.9003452133333,13.9572522302079,interruption,0.5
888.0587564733332,17.81767347735436,time pressure,0.1
852.6564315799999,14.31017329763528,time pressure,0.1
1110.11746288,17.7036591304991,interruption,0.5
762.6569657866667,9.523221179299092,interruption,0.5
1042.902756113333,22.20466351377814,interruption,0.5
977.9478424466668,21.85520639178277,no stress,1.0
701.4146652733333,16.71825974042974,no stress,1.0
758.1613179666665,25.86696278766311,interruption,0.5
879.8820704866667,15.88703264855631,no stress,1.0
800.5452854133333,16.87122253406172,no stress,1.0
830.0337285666666,17.59055139124412,interruption,0.5
1318.598181153333,12.85441935579267,no stress,1.0
757.5387650399999,9.294505355284429,interruption,0.5
885.2313477000001,12.9907121621467,time pressure,0.1
812.2803144466666,10.46728904812431,time pressure,0.1
807.9782724333334,19.03865862322789,no stress,1.0
1020.247862,22.25162972460357,no stress,1.0
1015.957224146667,17.89825924870135,time pressure,0.1
853.9859534066667,13.2334989702885,time pressure,0.1
829.0904924733335,9.529714256223816,no stress,1.0
731.0272461,9.970249382870442,no stress,1.0
724.30608502,9.228754606540749,no stress,1.0
1169.379324073333,19.06871949847295,interruption,0.5
787.3409772066666,14.88966443405278,no stress,1.0
774.4798053266667,10.20067757913873,interruption,0.5
1111.804154873333,19.63856224909468,time pressure,0.1
747.3733851866667,11.30554803330552,no stress,1.0
924.0500489866666,11.9022831351172,time pressure,0.1
734.5609615666667,9.71936810110545,no stress,1.0
823.1500205533333,19.40907878891693,interruption,0.5
890.4083124466666,17.35531498815062,time pressure,0.1
829.0642460733333,18.21813876275798,time pressure,0.1
796.4703995866666,13.45893555669963,no stress,1.0
633.1710752333332,16.63135008731246,no stress,1.0
769.0164781533334,14.53972913286557,no stress,1.0
1008.535748686667,17.91574317280872,interruption,0.5
1062.08143316,19.47125198393083,no stress,1.0
922.9076122533332,10.9025714493685,time pressure,0.1
1150.508293086667,23.03483790505598,interruption,0.5
924.45333776,11.94147463273598,time pressure,0.1
753.8512296066667,24.88563200477772,interruption,0.5
753.3083502933333,25.73093693593898,interruption,0.5
933.3484751066668,15.94081696871563,time pressure,0.1
993.3753557533332,16.36778617607695,time pressure,0.1
732.4664326399999,9.550429688170055,no stress,1.0
822.44769214,20.1216563436205,no stress,1.0
678.60499392,17.88706559805106,no stress,1.0
575.26427184,9.06219484637982,time pressure,0.1
813.5015244533334,14.07446832578457,interruption,0.5
879.5783341733332,13.46710602773273,no stress,1.0
1318.321208453333,12.65925679362292,no stress,1.0
949.2048770266666,12.24132201952634,no stress,1.0
838.41193052,9.338793143383445,no stress,1.0
869.8667693133333,14.0503908936877,interruption,0.5
698.4017601266667,18.81713694790836,no stress,1.0
763.2642118333333,13.7080516212153,no stress,1.0
806.8542129866667,13.40926248236004,interruption,0.5
879.9910672533333,14.86524324508805,time pressure,0.1
882.1311104933334,13.66656166951094,no stress,1.0
839.7758953,13.15795089021992,time pressure,0.1
985.3233198733332,19.82648436394038,interruption,0.5
772.8775593399998,13.35699237425871,interruption,0.5
798.92947792,19.69243668089523,no stress,1.0
778.1241406600001,12.72438841652122,no stress,1.0
1171.331036726667,15.12553368571496,interruption,0.5
1072.105007966667,14.69695004524086,time pressure,0.1
767.9670087400001,13.80311344115789,time pressure,0.1
745.1288216266666,16.60965528451947,no stress,1.0
759.1203782866667,9.523236189392636,interruption,0.5
730.6223438733333,9.916819662484183,no stress,1.0
795.8584275399999,14.23282163434036,interruption,0.5
812.1712454599999,14.1112804316298,interruption,0.5
766.2561042399999,9.70042042045884,interruption,0.5
742.0714258333333,12.15356137927505,no stress,1.0
930.55008478,16.45787269339568,no stress,1.0
804.55715902,18.42306748563657,no stress,1.0
814.5123226933333,12.39578927309486,interruption,0.5
837.9659412799999,13.53986046525681,time pressure,0.1
821.0019107866666,18.39712457369021,no stress,1.0
796.6005814733332,13.70695369931014,no stress,1.0
696.36036698,14.09854943796553,no stress,1.0
549.4410441466667,16.69302058333426,interruption,0.5
922.3604650733332,10.85872149740417,no stress,1.0
842.3357808733333,21.52440050964056,no stress,1.0
693.6569524399999,9.905611331146542,no stress,1.0
665.6523447533334,9.229624788035862,no stress,1.0
723.2854740133332,14.61736573781331,no stress,1.0
900.3387464533333,10.94522067838721,time pressure,0.1
865.2071939733332,13.71916046884516,time pressure,0.1
728.3867406333333,9.351678914805907,no stress,1.0
718.9078919266667,9.8737668359622,no stress,1.0
831.9309848333334,14.96445808342468,time pressure,0.1
830.0471214666668,12.81923934572332,no stress,1.0
816.5675548466666,9.720344234877258,time pressure,0.1
853.5831223600001,14.75266206398035,no stress,1.0
1028.607802706667,20.51322087647896,no stress,1.0
775.7838670533333,12.026942114862,no stress,1.0
875.5582186866667,13.00467493508466,no stress,1.0
975.4841187066664,22.3733545456208,interruption,0.5
926.7467763933332,12.46877904445178,time pressure,0.1
884.3747790333334,14.0156762279389,time pressure,0.1
905.9864422866666,12.97122072513164,no stress,1.0
783.8736098933333,9.004293289003343,no stress,1.0
814.5531374666666,17.01103855778293,no stress,1.0
626.2995222933334,16.86839943446932,interruption,0.5
1000.61241938,18.15673326305292,no stress,1.0
906.87237326,15.70952397994029,no stress,1.0
579.6485592733333,5.69252452811605,no stress,1.0
732.7639008733333,14.125692870997,no stress,1.0
1047.19801328,22.16974474624659,interruption,0.5
651.1497985533333,17.79515412295875,no stress,1.0
805.1850891933333,14.81794738170512,interruption,0.5
730.2832846,9.86912793662037,no stress,1.0
884.2913625666666,13.04282800466687,time pressure,0.1
668.6610455133333,18.44762660040119,no stress,1.0
887.7899270666667,16.98449285628764,interruption,0.5
839.9911765866667,17.19265085337581,interruption,0.5
1017.55660564,21.28303698530995,no stress,1.0
967.6978906533336,15.42209948705732,time pressure,0.1
1034.404901793333,18.98517471787914,interruption,0.5
791.8387064266666,13.05691907206839,no stress,1.0
755.4252312600001,13.5804942854735,interruption,0.5
747.8797192533333,13.82217483324022,no stress,1.0
1064.102457966667,17.67855673510963,interruption,0.5
715.8830735333332,14.24509283568944,no stress,1.0
813.1848781333333,12.75338692916158,no stress,1.0
1000.406461526667,19.93055205291165,no stress,1.0
753.4491073533334,12.35421745993903,no stress,1.0
855.5720561133332,11.72815858464039,no stress,1.0
679.56109802,18.35577975027459,no stress,1.0
926.1572730066666,9.57506909766075,time pressure,0.1
1007.714642053333,23.30259383880038,interruption,0.5
666.28811762,18.741253042409,no stress,1.0
645.66558896,14.68437538494531,no stress,1.0
729.3138495266667,9.986821287536351,no stress,1.0
924.6717356066666,11.85282442255288,time pressure,0.1
880.40215614,10.89356911696346,no stress,1.0
721.6700224266667,22.19938358649526,no stress,1.0
835.2138456266669,15.56324072791771,no stress,1.0
823.98771048,14.9893044466181,time pressure,0.1
804.89840124,14.25882953246488,no stress,1.0
714.4475444266667,9.25527043524438,no stress,1.0
685.11161346,18.42799343965856,interruption,0.5
710.6699563533333,10.05303472571008,no stress,1.0
795.2226727466667,13.34202828104428,no stress,1.0
580.2515990666666,18.24560159743547,no stress,1.0
765.03952502,14.17287814102546,no stress,1.0
