index,leverage_cap,status,timestamp
178,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:41.384912
179,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:41.399610
180,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:41.414354
182,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:41.429256
185,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:41.445297
188,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:41.459704
189,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:41.475014
190,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:41.490684
191,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:41.505621
192,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:41.520251
193,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:41.534551
195,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:41.548833
196,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:41.563330
199,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:41.578739
202,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:41.593904
211,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:41.608267
213,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:41.623803
220,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:41.639609
221,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:41.654469
224,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:41.670777
225,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:41.685698
228,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:41.700613
229,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:41.716297
232,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:41.731919
233,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:41.746116
240,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:41.760265
241,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:41.774815
244,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:41.790695
245,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:41.804774
246,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:41.819087
247,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:41.834383
249,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:41.849903
250,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:41.864606
251,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:41.878723
253,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:41.892964
256,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:41.906748
257,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:41.920613
268,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:41.935878
273,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:41.950693
277,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:41.964818
278,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:41.978783
279,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:41.994020
281,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:42.008526
282,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:42.025986
283,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:42.040890
287,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:42.055539
289,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:42.070340
291,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:42.085999
292,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:42.100233
294,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:42.114894
296,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:42.130740
297,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:42.146687
298,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:42.161521
299,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:42.177136
300,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:42.193185
302,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:42.208244
305,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:42.223207
308,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:42.237724
309,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:42.251799
312,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:42.266023
314,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:42.280227
316,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:42.295841
317,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:42.311648
319,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:42.326107
320,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:42.341198
321,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:42.356092
323,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:42.372038
324,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:42.388156
329,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:42.402516
330,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:42.418083
331,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:42.434253
333,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:42.448715
334,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:42.463819
336,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:42.478749
340,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:42.494332
341,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:42.508720
343,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:42.522755
347,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:42.537612
349,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:42.552112
350,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:42.566695
352,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:42.582193
353,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:42.596493
355,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:42.611690
356,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:42.627024
359,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:42.643959
361,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:42.659927
370,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:42.676329
373,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:42.691510
375,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:42.706757
376,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:42.721497
380,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:42.736558
381,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:42.751361
387,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:42.765856
389,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:42.781477
391,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:42.797357
392,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:42.811910
394,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:42.826715
395,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:42.841789
396,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:42.857241
398,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:42.873571
400,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:42.889581
401,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:42.904832
403,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:42.919590
405,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:42.935594
406,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:42.950536
408,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:42.966311
409,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:42.980760
411,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:42.996979
413,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:43.012572
415,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:43.027334
418,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:43.043313
420,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:43.057803
422,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:43.074145
423,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:43.090708
425,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:43.106235
427,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:43.122423
429,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:43.138122
430,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:43.154933
432,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:43.169101
433,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:43.185592
436,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:43.200917
438,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:43.216112
440,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:43.230909
449,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:43.245413
452,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:43.260559
455,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:43.275000
458,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:43.291767
461,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:43.306507
462,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:43.322010
466,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:43.338783
468,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:43.353774
472,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:43.368824
473,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:43.383854
479,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:43.398991
482,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:43.414073
483,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:43.428988
485,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:43.443764
486,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:43.457491
490,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:43.471579
494,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:43.486058
495,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:43.500183
497,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:43.514775
498,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:43.530300
499,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:43.545540
500,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:43.561103
504,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:43.576015
507,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:43.591715
508,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:43.606016
509,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:43.620689
513,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:43.634938
514,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:43.649643
517,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:43.665320
523,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:43.681138
526,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:43.700665
527,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:43.714925
531,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:43.730797
532,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:43.746341
533,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:43.760800
535,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:43.775618
536,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:43.791602
537,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:43.807938
538,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:43.822267
539,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:43.836894
541,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:43.851488
542,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:43.865974
548,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:43.881375
550,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:43.897123
552,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:43.912494
555,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:43.927097
556,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:43.942843
558,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:43.958700
559,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:43.973601
561,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:43.990717
563,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:44.005703
564,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:44.020532
565,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:44.035555
570,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:44.051453
572,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:44.067828
576,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:44.083298
578,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:44.099218
579,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:44.114565
581,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:44.132344
583,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:44.148585
586,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:44.164112
588,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:44.179364
590,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:44.195455
591,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:44.210007
592,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:44.224456
594,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:44.238774
595,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:44.253356
597,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:44.268107
599,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:44.283158
600,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:44.298825
602,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:44.314259
605,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:44.329072
607,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:44.343535
608,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:44.357916
610,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:44.373692
611,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:44.390013
614,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:44.405295
616,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:44.422341
618,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:44.436871
619,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:44.451521
620,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:44.466422
621,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:44.481662
624,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:44.496115
625,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:44.510621
626,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:44.525289
628,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:44.540844
630,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:44.555640
631,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:44.570918
633,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:44.586411
634,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:44.602478
635,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:44.617919
639,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:44.632865
640,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:44.647792
641,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:44.663360
642,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:44.678121
645,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:44.694662
649,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:44.708927
650,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:44.722754
652,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:44.737672
656,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:44.752661
659,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:44.768019
660,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:44.784274
661,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:44.798550
662,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:44.812773
663,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:44.827192
670,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:44.842262
672,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:44.857434
673,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:44.873918
674,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:44.890432
676,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:44.906029
678,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:44.921738
679,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:44.936955
680,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:44.951983
681,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:44.967777
684,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:44.982985
686,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:44.997571
687,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:45.012139
688,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:45.027095
689,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:45.042994
693,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:45.058431
